,Holder_ID,Age,Holder_Sex,District,City_Code,Race1,Race1_Hybrid,Race2,Race2_Hybrid,Race,Dog_Birth_Year,Dog_sex,Dog_Color
1276,88183,61-70,w,8,83,Yorkshire Terrier,,,,K,2016,m,schwarz/braun
1277,88190,61-70,w,11,115,Mischling klein,,,,K,2006,m,braun
1278,88191,71-80,w,9,92,Lhasa Apso,,,,K,2015,w,zobel
1279,88196,71-80,w,11,111,Deutscher Schäfer,,,,I,2011,w,schwarz/gelb
1280,88201,61-70,w,11,115,Mischling klein,,,,K,2011,m,schwarz/braun
1281,88203,71-80,w,7,73,Miniature Bull Terrier,,,,K,2018,w,braun/weiss
1282,88204,51-60,m,9,92,Collie,,,,I,2013,m,tricolor
1283,88209,51-60,m,10,101,Labrador Retriever,Mischling,,,I,2012,m,schwarz
1284,88220,51-60,m,7,71,Tibet Terrier,,,,K,2018,m,schwarz/weiss
1285,88220,51-60,m,7,71,Tibet Terrier,,,,K,2017,m,schwarz/weiss
1286,88222,31-40,w,10,101,Schäfer,Mischling,,,I,2004,m,braun/weiss/schwarz
1287,88232,81-90,w,6,61,Golden Retriever,,,,I,2018,m,golden
1288,88242,61-70,w,8,82,Pekingese,Mischling,,,K,2004,w,hellbraun
1289,88248,51-60,w,2,23,Tibetan Spaniel,,,,K,2007,w,braun/weiss
1290,88251,41-50,w,4,44,Jack Russel Terrier,Mischling,,,K,2004,w,braun/weiss
1291,88251,41-50,w,4,44,Pinscher,,,,K,2008,w,braun
1292,88260,51-60,w,2,21,English Cocker Spaniel,,,,K,2009,m,blauschimmel
1293,88267,61-70,w,7,72,Mittelpudel,,,,K,2016,w,schwarz
1294,88271,51-60,w,9,91,Mischling klein,,,,K,2010,w,beige
1295,88280,71-80,m,1,13,Mischling gross,,,,I,2004,m,schwarz
1296,88294,41-50,m,11,115,West Highland White Terrier,,,,K,2004,w,weiss
1297,88331,41-50,w,11,115,Mischling gross,,,,I,2018,w,braun/schwarz
1298,88337,51-60,w,3,33,Yorkshire Terrier,,,,K,2004,m,schwarz/braun
1299,88339,71-80,w,9,91,Havaneser,,,,K,2014,m,weiss
1300,88340,51-60,w,9,92,Lhasa Apso,Mischling,,,K,2007,w,weiss/beige
1301,88341,51-60,w,11,119,Mischling gross,,,,I,2012,m,rot/braun
1302,88347,61-70,w,7,73,Mischling klein,,,,K,2010,w,weiss/braun
1303,88350,51-60,w,9,92,Zwergpinscher,,,,K,2004,m,rot/braun
1304,88355,61-70,w,2,21,Bergamasker,,,,I,2017,m,grau/schwarz
1305,88360,71-80,w,3,33,Tervueren,,,,I,2004,w,braun/schwarz
1306,88381,61-70,w,7,74,Zwergpinscher,,Rehpinscher,,K,2012,w,braun
1307,88390,61-70,w,9,91,Bergamasker,,Schäfer,,I,2005,m,schwarz/braun/grau
1308,88395,41-50,w,6,61,Japan Chin,,,,K,2019,w,rot/weiss
1309,88398,61-70,w,9,92,Bolonka Zwetna,,,,K,2018,m,schwarz
1310,88401,71-80,w,11,115,Tibetan Spaniel,,,,K,2009,m,schwarz/weiss
1311,88405,51-60,w,7,74,Spinone,Mischling,,,I,2007,w,grau/braun
1312,88406,31-40,w,9,91,Jack Russel Terrier,,,,K,2005,w,tricolor
1313,88408,71-80,m,11,111,Mischling klein,,,,K,2004,w,schwarz/braun
1314,88415,51-60,w,6,61,Nova Scotia Duck Tolling Retriever,,,,I,2012,m,rot/weiss
1315,88421,51-60,m,10,101,Mischling klein,,,,K,2014,w,tricolor
1316,88422,51-60,m,11,115,Border Collie,,Australian Shepherd,,I,2018,w,schwarz
1317,88439,51-60,w,7,72,Terrier,Mischling,,,K,2004,m,hellbraun
1318,88444,51-60,w,7,73,Cairn Terrier,,,,K,2005,m,brindle
1319,88450,51-60,m,10,102,Jack Russel Terrier,,,,K,2015,w,tricolor
1320,88451,31-40,w,9,92,Dachshund,Mischling,,,K,2019,m,braun/rot
1321,88455,51-60,w,7,74,Welsh Terrier,,,,K,2016,w,rot/schwarz
1322,88471,71-80,w,10,101,Yorkshire Terrier,,,,K,2018,m,black/tan
1323,88473,51-60,m,2,24,Jack Russel Terrier,,,,K,2004,w,weiss/schwarz/braun
1324,88475,61-70,w,7,74,Rehpinscher,Mischling,,,K,2012,w,schwarz/braun/weiss
1325,88481,81-90,w,10,101,Jack Russel Terrier,,,,K,2007,m,tricolor
1326,88481,81-90,w,10,101,Jack Russel Terrier,,,,K,2005,w,weiss/schwarz/braun
1327,88485,51-60,w,2,21,Sheltie,,,,K,2014,w,tricolor
1328,88490,51-60,w,12,121,Rottweiler,,,,I,2017,m,schwarz/braun
1329,88496,51-60,m,8,81,Continental Bulldog,,,,I,2005,w,weiss/schwarz/braun
1330,88496,51-60,m,8,81,Continental Bulldog,,,,I,2018,w,schwarz/weiss
1331,88505,41-50,m,10,101,Labrador Retriever,,,,I,2005,m,schwarz
1332,88508,61-70,w,10,102,Lagotto Romagnolo,,,,I,2005,w,weiss
1333,88512,51-60,w,12,122,Mischling klein,,,,K,2012,w,schwarz/weiss
1334,88521,71-80,w,12,122,Chihuahua,,,,K,2011,m,beige
1335,88542,61-70,m,7,73,Border Collie,,,,I,2005,w,schwarz/weiss
1336,88543,51-60,w,10,101,Deutscher Schäfer,,,,I,2005,w,schwarz/grau
1337,88546,61-70,w,7,72,Parson Russell Terrier,,,,K,2014,w,tricolor
1338,88559,71-80,w,8,82,Zwergpudel,,,,K,2005,w,schwarz
1339,88559,71-80,w,8,82,Zwergpudel,,,,K,2013,m,braun
1340,88567,71-80,w,6,63,Pudel,Mischling,,,K,2017,w,beige
1341,88572,71-80,w,4,44,Yorkshire Terrier,,,,K,2007,w,blue/tan
1342,88580,51-60,w,9,92,Terrier,Mischling,,,K,2014,w,schwarz/braun
1343,88585,51-60,w,11,111,Pinscher,,,,K,2014,w,schwarz/braun
1344,88585,51-60,w,11,111,Jack Russel Terrier,,,,K,2004,m,tricolor
1345,88594,71-80,m,2,21,Labrador,,,,I,2012,m,blondfarben
1346,88609,61-70,w,1,13,Shiba Inu,,,,K,2005,m,rot/weiss
1347,88614,51-60,w,7,72,Flat Coated Retriever,,,,I,2013,w,schwarz
1348,88614,51-60,w,7,72,Flat Coated Retriever,,,,I,2018,w,schwarz
1349,88616,41-50,m,3,33,Tibet Terrier,,,,K,2005,m,schwarz/weiss
1350,88617,41-50,w,12,121,Deutscher Kleinspitz,,,,K,2012,w,schwarz
1351,88623,51-60,w,10,101,Bulldog,Mischling,,,I,2010,m,gestromt
1352,88626,61-70,w,11,115,Labrador Retriever,,,,I,2015,m,gelb
1353,88634,41-50,w,4,41,Jack Russel Terrier,,,,K,2005,m,tricolor
1354,88636,61-70,m,9,92,Französische Bulldogge,,,,K,2010,m,beige/schwarz
1355,88637,61-70,w,2,24,Münsterländer,Mischling,,,I,2006,w,braun
1356,88650,51-60,w,11,115,Lhasa Apso,,,,K,2011,m,beige
1357,88650,51-60,w,11,115,Lhasa Apso,,,,K,2018,m,schwarz/weiss
1358,88654,51-60,w,6,61,Petit Basset Griffon Vendéen,,,,K,2018,m,tricolor
1359,88654,51-60,w,6,61,Zwergrauhaardackel,,,,K,2017,m,saufarben
1360,88656,31-40,w,10,101,Weisser Schäferhund (Berger Blanc Suisse),,,,I,2014,w,weiss
1361,88657,61-70,w,3,33,Cairn Terrier,,,,K,2005,w,rot
1362,88660,61-70,w,9,92,Golden Retriever,,Labrador Retriever,,I,2016,w,schwarz
1363,88660,61-70,w,9,92,Papillon,,,,K,2019,w,rot/braun/weiss
1364,88665,31-40,w,3,33,Podenco Ibicenco,,,,I,2005,w,rot/weiss
1365,88670,51-60,w,4,44,Havaneser,,,,K,2012,m,tricolor
1366,88671,71-80,m,1,11,Mischling klein,,,,K,2014,w,schwarz/weiss
1367,88672,61-70,m,4,42,Jagdhund,Mischling,,,I,2005,m,schwarz
1368,88676,51-60,w,1,12,Tervueren,,,,I,2010,m,silber
1369,88677,61-70,w,11,119,Französische Bulldogge,,,,K,2016,m,schwarz gestromt
1370,88678,51-60,w,10,101,Papillon,,,,K,2013,w,tricolor
1371,88678,51-60,w,10,101,Papillon,,,,K,2013,w,tricolor
1372,88686,51-60,m,12,121,Pinscher,Mischling,,,K,2005,m,schwarz
1373,88692,71-80,m,7,74,Mischling klein,,,,K,2005,w,schwarz/braun
1374,88703,51-60,w,12,121,Deutscher Schäfer,,,,I,2014,w,schwarz/braun
1375,88708,51-60,w,2,24,Appenzeller Sennenhund,,,,I,2005,w,schwarz/weiss/braun
1376,88710,51-60,m,8,82,Polnischer Niederungshütehund,,,,I,2005,w,weiss
1377,88712,71-80,w,11,115,Schäfer,,,,I,2011,m,weiss
1378,88717,41-50,w,10,101,Pudel,Mischling,,,K,2008,m,schwarz
1379,88723,51-60,w,10,102,Yorkshire Terrier,,,,K,2018,m,schwarz/braun
1380,88723,51-60,w,10,102,Malteser,,,,K,2005,w,weiss
1381,88740,61-70,w,6,61,Golden Retriever,,,,I,2015,m,golden
1382,88742,51-60,w,12,122,Labrador Retriever,,,,I,2014,w,schwarz
1383,88783,51-60,w,11,115,Coton de Tulear,,,,K,2018,w,weiss
1384,88785,41-50,w,10,102,Mischling gross,,,,I,2015,w,weiss
1385,88797,41-50,w,11,115,Malteser,,,,K,2005,m,weiss
1386,88806,51-60,w,12,123,Chihuahua,,,,K,2006,w,schwarz/weiss
1387,88806,51-60,w,12,123,Chihuahua,Mischling,,,K,2005,w,schwarz/weiss
1388,88842,51-60,w,6,63,Flat Coated Retriever,,,,I,2011,w,schwarz
1389,88843,81-90,m,10,101,West Highland White Terrier,,,,K,2014,m,weiss
1390,88850,51-60,w,9,92,Yorkshire Terrier,,,,K,2006,m,blue/tan
1391,88850,51-60,w,9,92,Yorkshire Terrier,,,,K,2012,w,blue/tan
1392,88850,51-60,w,9,92,Yorkshire Terrier,,,,K,2006,w,tricolor
1393,88852,61-70,w,3,31,Zwergschnauzer,,,,K,2016,w,pfeffer/salz
1394,88857,61-70,w,7,74,Labrador Retriever,,,,I,2005,w,gelb
1395,88862,61-70,w,3,34,Mischling klein,,,,K,2005,w,beige
1396,88865,61-70,w,10,101,Appenzeller Sennenhund,,Border Collie,,I,2013,w,tricolor
1397,88866,41-50,m,2,24,Labrador Retriever,,,,I,2010,m,braun
1398,88866,41-50,m,2,24,Entlebucher Sennenhund,Mischling,,,I,2013,m,schwarz
1399,88871,51-60,w,11,119,Chihuahua,,,,K,2009,w,weiss
1400,88871,51-60,w,11,119,Chihuahua,,,,K,2010,w,braun/schwarz
1401,88882,71-80,m,2,24,Mischling klein,,,,K,2008,w,braun/weiss
1402,88888,51-60,m,2,24,Langhaardackel,,,,K,2005,w,rot/braun
1403,88888,51-60,m,2,24,Langhaardackel,,,,K,2012,m,braun
1404,88892,51-60,w,7,74,English Springer Spaniel,,,,I,2017,w,braun/weiss
1405,88897,91-100,w,7,74,Cairn Terrier,,,,K,2005,w,schwarz/grau
1406,88898,71-80,w,3,31,Border Collie,,,,I,2005,m,schwarz/weiss
1407,88902,61-70,w,7,74,Französische Bulldogge,,,,K,2018,m,dunkel gestromt
1408,88907,41-50,w,9,92,Galgo Espanol,,,,I,2017,w,braun gestromt
1409,88924,71-80,m,9,91,Mischling klein,,,,K,2006,m,tricolor
1410,88928,51-60,w,9,92,Malteser,Mischling,,,K,2005,m,weiss
1411,88930,51-60,w,9,92,Zwergpudel,,,,K,2006,m,apricot
1412,88933,51-60,m,5,51,Jack Russel Terrier,,,,K,2005,m,weiss/schwarz
1413,88949,41-50,w,11,111,Mischling klein,,,,K,2015,w,weiss/braun/schwarz
1414,88949,41-50,w,11,111,Shih Tzu,,Tibet Terrier,,K,2018,w,tricolor
1415,88955,31-40,m,9,92,Mischling gross,,,,I,2017,m,weiss/braun
1416,88956,61-70,m,10,101,Jack Russel Terrier,,,,K,2005,m,schwarz/braun
1417,88961,51-60,w,7,72,Beagle,,,,K,2011,m,tricolor
1418,88965,51-60,w,7,71,Labrador Retriever,,,,I,2010,m,braun
1419,88971,61-70,w,4,44,West Highland White Terrier,,,,K,2018,m,weiss
1420,88974,61-70,m,9,92,Labrador Retriever,Mischling,,,I,2005,w,schwarz
1421,88981,71-80,w,4,41,Mischling klein,,,,K,2006,m,schwarz/braun
1422,88995,51-60,w,7,71,West Highland White Terrier,,,,K,2005,w,weiss
1423,88996,71-80,w,6,61,Mischling klein,,,,K,2011,w,weiss/schwarz/braun
1424,88998,51-60,w,10,101,Golden Retriever,,Pudel,,I,2014,w,creme
1425,88999,41-50,w,5,51,Pudel,,,,K,2005,m,weiss/braun
1426,89008,51-60,m,10,101,Zwergpinscher,,,,K,2016,w,schwarz/rot
1427,89018,31-40,w,2,21,Schnauzer,,Labrador Retriever,,I,2005,w,schwarz
1428,89023,71-80,w,9,91,Tibet Terrier,,,,K,2009,w,tricolor
1429,89025,51-60,w,3,31,Eurasier,,,,I,2006,w,grau
1430,89029,41-50,m,6,61,Schweizer Niederlaufhund,,,,K,2008,m,weiss/braun
1431,89032,41-50,w,3,31,Mops,,,,K,2016,w,schwarz
1432,89033,51-60,m,11,119,Jack Russel Terrier,,,,K,2011,m,tricolor
1433,89033,51-60,m,11,119,Schäfer,Mischling,,,I,2008,w,braun/schwarz
1434,89034,41-50,w,11,119,Jack Russel Terrier,,,,K,2008,w,tricolor
1435,89048,51-60,w,3,34,Französische Bulldogge,,,,K,2019,m,merle
1436,89050,51-60,m,11,111,Mischling klein,,,,K,2006,w,beige
1437,89052,51-60,w,2,21,Mischling gross,,,,I,2015,m,schwarz
1438,89059,61-70,w,6,63,Mops,,,,K,2010,m,beige
1439,89063,51-60,m,3,34,Jack Russel Terrier,,,,K,2003,w,weiss/schwarz/braun
1440,89063,51-60,m,3,34,Zwergpinscher,,Rehpinscher,,K,2012,m,schwarz/weiss
1441,89069,41-50,w,2,23,Weisser Schäferhund (Berger Blanc Suisse),,,,I,2018,m,weiss
1442,89072,41-50,w,11,115,Bichon frisé,,,,K,2018,m,weiss
1443,89077,31-40,w,12,121,Chihuahua,,,,K,2005,w,weiss
1444,89080,41-50,w,2,21,Jack Russel Terrier,,,,K,2004,w,tricolor
1445,89081,51-60,m,3,31,Mischling gross,,,,I,2015,m,gestromt
1446,89083,71-80,w,9,91,Mischling klein,,,,K,2007,w,weiss/schwarz
1447,89089,71-80,w,6,61,Mischling klein,,,,K,2017,m,braun gestromt
1448,89092,71-80,m,7,71,Mischling gross,,,,I,2017,w,beige
1449,89094,51-60,m,9,92,Parson Jack Russell Terrier,,,,K,2005,m,rot/weiss
1450,89096,61-70,m,9,92,Dobermann,,,,I,2015,w,schwarz/braun
1451,89100,61-70,m,9,92,Jack Russel Terrier,,,,K,2005,m,tricolor
1452,89102,61-70,w,11,115,Yorkshire Terrier,,,,K,2011,w,blue/tan
1453,89106,41-50,w,7,74,Dalmatiner,,,,I,2019,w,weiss/schwarz
1454,89113,51-60,w,7,74,Labrador Retriever,,,,I,2017,w,gelb
1455,89115,51-60,w,9,92,Podenco,,,,I,2012,m,rot
1456,89120,71-80,w,12,122,Mischling klein,,,,K,2016,w,weiss/schwarz
1457,89127,51-60,w,11,115,Miniature Australian Shepherd,,,,K,2012,m,tricolor
1458,89130,51-60,m,11,111,Golden Retriever,,,,I,2007,m,golden
1459,89135,31-40,w,4,42,Schäfer,Mischling,,,I,2005,w,tricolor
1460,89137,71-80,w,8,81,Zwergpudel,,,,K,2005,w,apricot
1461,89139,51-60,m,2,24,Italienisches Windspiel,,,,K,2013,w,grau
1462,89141,41-50,w,12,121,Jack Russel Terrier,Mischling,,,K,2006,w,schwarz/weiss
1463,89143,41-50,w,12,121,Pekingese,,,,K,2006,w,hellbraun
1464,89145,51-60,w,12,121,Golden Retriever,,Berner Sennenhund,,I,2011,m,creme
1465,89148,61-70,w,2,21,Labrador Retriever,,,,I,2017,w,grau/braun
1466,89151,31-40,w,2,21,Chihuahua,,,,K,2006,w,schwarz/weiss
1467,89154,71-80,m,4,44,Jack Russel Terrier,,Schnauzer,,I,2006,m,schwarz/braun/weiss
1468,89158,61-70,m,4,41,Chihuahua,,,,K,2005,m,beige
1469,89158,61-70,m,4,41,Chihuahua,,,,K,2005,m,beige
1470,89168,61-70,w,7,71,Lagotto Romagnolo,,,,I,2006,m,braun
1471,89176,51-60,w,10,101,Yorkshire Terrier,Mischling,,,K,2005,w,schwarz/braun
1472,89180,51-60,w,8,81,Jack Russel Terrier,,,,K,2006,m,tricolor
1473,89187,51-60,w,10,101,Yorkshire Terrier,,,,K,2017,m,black/tan
1474,89190,51-60,w,2,21,Cairn Terrier,,,,K,2018,m,weizen
1475,89193,41-50,m,9,92,Riesenschnauzer,,,,I,2015,w,schwarz
1476,89194,41-50,w,11,119,Dogo Canario,,,,I,2012,m,braun
1477,89195,41-50,w,10,101,Mischling klein,,,,K,2001,m,weiss
1478,89207,61-70,w,9,91,Pinscher,Mischling,,,K,2005,w,hellbraun
1479,89208,61-70,w,7,73,Mischling klein,,,,K,2008,w,tricolor
1480,89212,51-60,w,11,115,Tibet Terrier,,,,K,2016,w,hellbraun
1481,89222,51-60,w,6,61,Golden Retriever,,,,I,2006,w,blondfarben
1482,89250,41-50,w,3,31,Cesky Fousek,,,,I,2019,w,braun schimmel
1483,89250,41-50,w,3,31,Chihuahua,Mischling,,,K,2012,m,braun/weiss
1484,89250,41-50,w,3,31,Weimaraner,,,,I,2006,w,grau/braun
1485,89252,51-60,w,7,74,Mischling klein,,,,K,2019,m,schwarz
1486,89254,71-80,w,9,92,Labrador Retriever,,,,I,2006,w,schwarz
1487,89259,51-60,m,10,101,Jack Russel Terrier,,,,K,2002,m,weiss/braun
1488,89260,41-50,m,5,52,Jack Russel Terrier,,,,K,2006,w,tricolor
1489,89265,61-70,w,7,72,Tibet Terrier,,,,K,2005,w,rot/braun/weiss
1490,89265,61-70,w,7,72,Tibetan Spaniel,,,,K,2005,m,rot/braun/weiss
1491,89268,81-90,w,2,21,Shih Tzu,,,,K,2010,m,beige
1492,89269,51-60,w,7,71,Welsh Springer Spaniel,,,,I,2006,m,weiss/braun
1493,89273,31-40,m,1,11,Mops,,,,K,2017,w,beige
1494,89273,31-40,m,1,11,Mops,,,,K,2015,w,schwarz
1495,89274,41-50,w,3,31,Mischling gross,,,,I,2017,w,beige
1496,89280,81-90,w,7,74,Lhasa Apso,,,,K,2012,m,zobel
1497,89283,51-60,w,3,31,Pinscher,Mischling,,,K,2010,w,schwarz/braun
1498,89286,61-70,w,2,23,Mischling klein,,,,K,2006,w,hellbraun
1499,89290,41-50,m,9,92,Malteser,,,,K,2006,w,weiss
1500,89292,31-40,m,5,52,Segugio italiano,Mischling,,,I,2005,m,schwarz
1501,89293,51-60,m,11,115,Shih Tzu,,,,K,2016,w,schwarz
1502,89293,51-60,m,11,115,Chihuahua,,,,K,2013,m,creme
1503,89293,51-60,m,11,115,Shih Tzu,,,,K,2014,w,rot/weiss
1504,89299,41-50,m,9,91,Beagle,,,,K,2008,w,tricolor
1505,89303,61-70,m,9,92,Zwergpudel,,,,K,2006,w,schwarz
1506,89313,31-40,w,9,91,Border Collie,Mischling,,,I,2006,w,tricolor
1507,89320,71-80,w,9,92,Zwergpudel,,,,K,2006,w,silber
1508,89322,71-80,w,4,42,Dachshund,Mischling,,,K,2011,m,schwarz/braun
1509,89332,51-60,w,1,11,Chihuahua,,,,K,2006,m,beige/weiss
1510,89332,51-60,w,1,11,Chihuahua,,,,K,2006,m,silbergrau
1511,89341,31-40,w,10,102,Mischling klein,,,,K,2006,w,schwarz
1512,89345,31-40,w,9,92,Mops,,Chihuahua,,K,2007,w,braun
1513,89347,71-80,w,3,34,West Highland White Terrier,,,,K,2014,m,weiss
1514,89350,41-50,w,7,73,Spanischer Windhund,,,,I,2006,m,schwarz
1515,89353,61-70,w,7,71,Phalène,,,,K,2015,m,tricolor
1516,89353,61-70,w,7,71,Tibetan Spaniel,,,,K,2012,m,braun/weiss
1517,89355,41-50,w,1,11,Deutsche Dogge,,,,I,2015,m,schwarz/grau/weiss
1518,89358,41-50,w,9,91,Jack Russel Terrier,,,,K,2006,w,tricolor
1519,89358,41-50,w,9,91,Mischling klein,,,,K,2009,w,grau
1520,89361,31-40,m,11,111,Englische Bulldogge,,,,I,2018,m,hellbraun/weiss
1521,89362,51-60,m,11,115,Siberian Husky,,,,I,2015,w,creme
1522,89363,41-50,w,3,31,Chihuahua,,,,K,2006,m,braun
1523,89368,31-40,w,12,123,Pudel,Mischling,,,K,2001,w,weiss
1524,89371,71-80,w,2,23,Mischling klein,,,,K,2009,m,tricolor
1525,89373,41-50,w,7,72,Pudel,,,,K,2018,m,weiss
1526,89378,61-70,w,11,119,Italienisches Windspiel,,,,K,2006,m,grau
1527,89384,41-50,m,3,33,Zwergpudel,,,,K,2005,m,schwarz/weiss
1528,89386,51-60,w,3,33,Lagotto Romagnolo,,,,I,2006,w,weiss
1529,89399,71-80,m,11,119,Mischling gross,,,,I,2017,m,tricolor
1530,89412,71-80,w,4,42,Malteser,,,,K,2012,w,weiss
1531,89413,61-70,m,7,74,Parson Jack Russell Terrier,,,,K,2006,m,weiss/beige
1532,89414,71-80,w,2,24,Bolonka Zwetna,,,,K,2018,w,schwarz
1533,89416,41-50,w,10,101,Jack Russel Terrier,,Border Terrier,,K,2013,m,schwarz/braun
1534,89427,41-50,w,9,92,Whippet,Mischling,,,I,2006,w,weiss/braun
1535,89427,41-50,w,9,92,Zwergspitz,,Pomeranian,,K,2018,m,braun/grau
1536,89433,41-50,w,11,115,Chihuahua,,,,K,2006,m,hellbraun
1537,89433,41-50,w,11,115,Chihuahua,,,,K,2006,m,weiss/braun
1538,89433,41-50,w,11,115,Yorkshire Terrier,,,,K,2008,m,blue/tan
1539,89436,81-90,m,9,92,Malteser,Mischling,,,K,2006,m,weiss
1540,89438,51-60,m,7,71,Boerboel,,,,I,2017,w,braun
1541,89439,71-80,m,3,34,Dachshund,,,,K,2009,m,rot
1542,89439,71-80,m,3,34,Dachshund,,,,K,2009,m,rot
1543,89441,61-70,w,10,102,Yorkshire Terrier,,,,K,2006,w,black/tan
1544,89445,81-90,w,12,123,Chihuahua,,,,K,2006,m,schwarz/weiss
1545,89448,61-70,w,6,61,Chihuahua,,,,K,2006,m,schwarz/weiss
1546,89450,51-60,m,7,71,Labrador Retriever,,,,I,2008,w,gelb
1547,89453,61-70,w,10,102,Havaneser,,,,K,2006,w,braun/weiss
1548,89454,51-60,m,3,33,Border Collie,,,,I,2008,w,tricolor
1549,89458,71-80,m,2,21,Deutscher Schäfer,,,,I,2016,w,grau
1550,89459,71-80,w,4,41,Toypudel,,,,K,2006,m,weiss
1551,89460,41-50,m,5,52,English Pointer,,,,I,2015,m,weiss/braun
1552,89461,51-60,w,9,92,Foxterrier,,Dachshund,,K,2006,w,hellbraun
1553,89462,51-60,w,7,72,Rhodesian Ridgeback,,,,I,2016,w,braun
1554,89466,51-60,w,9,91,Chihuahua,,,,K,2006,m,weiss/braun
1555,89474,51-60,m,3,34,Jack Russel Terrier,,,,K,2010,w,tricolor
1556,89477,71-80,w,3,34,Zwergpudel,,,,K,2006,w,braun
1557,89478,51-60,w,7,71,Dachshund,,,,K,2006,w,saufarben
1558,89480,41-50,w,3,31,Zwergpinscher,,,,K,2018,w,schwarz/braun
1559,89480,41-50,w,3,31,Magyar Viszla,,,,I,2010,w,braun
1560,89482,51-60,w,7,74,Havaneser,,,,K,2008,w,schwarz
1561,89482,51-60,w,7,74,Havaneser,,,,K,2006,w,beige
1562,89483,51-60,w,6,61,Yorkshire Terrier,,,,K,2005,w,blue/tan
1563,89489,41-50,w,3,34,Border Collie,,,,I,2019,m,schwarz/weiss
1564,89489,41-50,w,3,34,Border Collie,,,,I,2016,m,tricolor
1565,89494,51-60,w,2,23,Beagle,,,,K,2006,w,tricolor
1566,89496,41-50,w,11,115,Old Englische Bulldogge,,,,I,2018,w,weiss/braun
1567,89497,71-80,w,7,72,Terrier,Mischling,,,K,2007,w,hellbraun
1568,89497,71-80,w,7,72,Berger des Pyrenées,,,,I,2008,m,fauve
1569,89503,51-60,w,3,31,Chihuahua,,,,K,2013,w,tricolor
1570,89504,51-60,w,9,92,Jack Russel Terrier,,,,K,2007,w,braun/weiss
1571,89520,51-60,w,9,91,Mischling klein,,,,K,2008,w,braun
1572,89523,81-90,w,7,74,Podenco,,,,I,2007,w,zimt
1573,89525,61-70,m,7,72,Parson Jack Russell Terrier,,,,K,2007,w,weiss/rot
1574,89526,31-40,w,9,92,Mischling klein,,,,K,2004,m,tricolor
1575,89528,41-50,w,9,92,Mischling klein,,,,K,2006,m,tricolor
1576,89533,61-70,w,10,101,Appenzeller Sennenhund,Mischling,,,I,2004,m,tricolor
1577,89538,71-80,w,7,74,Mischling klein,,,,K,2006,w,schwarz/braun
1578,89539,41-50,m,11,119,Parson Russell Terrier,,,,K,2018,w,tricolor
1579,89546,31-40,w,7,72,Whippet,,,,I,2016,m,rot
1580,89555,51-60,w,7,71,Papillon,,,,K,2013,w,tricolor
1581,89559,51-60,w,9,92,Malteser,,,,K,2006,w,weiss
1582,89564,41-50,w,8,82,Podenco Ibicenco,,,,I,2005,w,braun
1583,89565,61-70,w,4,42,Border Collie,Mischling,,,I,2007,m,schwarz/braun/weiss
1584,89572,41-50,w,3,31,Pinscher,Mischling,,,K,2014,w,braun schwarz gestromt
1585,89577,41-50,w,7,72,Boston Terrier,,Französische Bulldogge,,K,2015,w,schwarz gestromt
1586,89586,91-100,w,7,72,Pudel,,,,K,2006,m,grau/schwarz
1587,89586,91-100,w,7,72,Pudel,,,,K,2013,m,schwarz
1588,89587,61-70,m,8,81,Weimaraner,,,,I,2006,w,silber
1589,89588,31-40,w,10,102,Chihuahua,,,,K,2011,m,schwarz/weiss
1590,89591,71-80,m,6,63,Briard,,,,I,2019,m,fauve
1591,89594,51-60,w,1,14,Chihuahua,,,,K,2011,m,schwarz
1592,89594,51-60,w,1,14,Chihuahua,,,,K,2011,m,grau
1593,89595,31-40,w,3,31,Thai Ridgeback,,,,I,2006,w,sandfarbig
1594,89597,41-50,w,2,21,Pinscher,Mischling,,,K,2005,w,schwarz
1595,89603,41-50,m,6,61,Papillon,,,,K,2008,w,schwarz/weiss
1596,89604,61-70,m,1,13,English Setter,,,,I,2007,m,weiss/gelb
1597,89608,51-60,w,7,73,Italienisches Windspiel,,,,K,2011,w,blau
1598,89608,51-60,w,7,73,Galgo Espanol,,,,I,2019,w,beige/schwarz
1599,89608,51-60,w,7,73,Italienisches Windspiel,,,,K,2018,w,sable
1600,89612,71-80,m,3,33,Labrador Retriever,,,,I,2007,w,gelb
1601,89613,41-50,w,9,92,Border Collie,,,,I,2013,m,red merle
1602,89613,41-50,w,9,92,Border Collie,,,,I,2019,m,blue/merle
1603,89618,71-80,m,7,72,Eurasier,,,,I,2017,m,rot
1604,89623,41-50,m,9,91,Zwergspitz,,Pomeranian,,K,2010,w,orange
1605,89626,31-40,m,11,115,Mischling gross,,,,I,2017,m,schwarz
1606,89631,41-50,w,10,101,Galgo Espanol,,,,I,2011,m,schwarz/weiss
1607,89631,41-50,w,10,101,Whippet,,,,I,2007,w,weiss/braun
1608,89632,41-50,m,11,119,Parson Russell Terrier,,,,K,2007,m,rot/braun/weiss
1609,89644,41-50,w,3,31,Australian Shepherd,Mischling,,,I,2006,w,schwarz/grau/weiss
1610,89645,41-50,m,6,61,Labrador Retriever,Mischling,,,I,2007,m,schwarz
1611,89648,51-60,w,3,33,Labrador Retriever,,,,I,2007,w,schwarz
1612,89650,41-50,m,8,82,Dachshund,,,,K,2006,w,schwarz/rot
1613,89651,31-40,w,9,91,Chihuahua,,,,K,2004,w,braun
1614,89657,41-50,m,11,115,Labrador Retriever,,,,I,2013,m,grau
