,Holder_ID,Age,Holder_Sex,District,City_Code,Race1,Race1_Hybrid,Race2,Race2_Hybrid,Race,Dog_Birth_Year,Dog_sex,Dog_Color,Dog_Age,Owner_Age_Group
887,85495,61-70,w,7,74,Labrador Retriever,,,,I,2004,m,braun,19,6
888,85496,61-70,w,7,74,Mischling gross,,,,I,2015,w,weiss/beige,8,6
889,85517,71-80,m,7,71,Border Terrier,,Deutscher Jagdterrier,,K,2009,m,rotbraun,14,7
890,85521,71-80,w,7,74,Mischling klein,,,,K,2014,w,braun/weiss,9,7
891,85529,71-80,w,7,74,Mischling klein,,,,K,2008,w,braun,15,7
892,85530,71-80,w,7,74,Papillon,,,,K,2011,w,tricolor,12,7
893,85539,61-70,w,6,61,Zwergpudel,,,,K,2012,w,apricot,11,6
894,85545,81-90,w,7,74,Parson Jack Russell Terrier,,,,K,2007,w,tricolor,16,8
895,85546,61-70,w,7,74,Flat Coated Retriever,,,,I,2011,w,braun,12,6
896,85550,71-80,w,7,72,Labrador Retriever,,,,I,2013,w,braun,10,7
897,85555,71-80,w,7,74,Flat Coated Retriever,,,,I,2010,m,braun,13,7
898,85581,51-60,w,4,42,Labrador Retriever,,,,I,2011,m,schwarz,12,5
899,85602,51-60,w,11,119,Deutscher Schäfer,,,,I,2008,w,schwarz/braun,15,5
900,85606,71-80,m,10,101,Labrador Retriever,,,,I,2007,w,schwarz,16,7
901,85607,41-50,w,11,111,Mischling gross,,,,I,2015,w,blondfarben,8,4
902,85609,61-70,w,11,119,Mischling klein,,,,K,2009,w,rot/braun,14,6
903,85614,71-80,w,12,122,Groenendael,,,,I,2008,m,schwarz,15,7
904,85633,51-60,w,12,122,Mischling klein,,,,K,2018,m,braun,5,5
905,85640,71-80,m,9,91,Labrador Retriever,Mischling,,,I,2011,w,tricolor,12,7
906,85643,71-80,w,11,119,Bolonka Zwetna,,,,K,2011,w,schwarz/weiss,12,7
907,85648,61-70,w,11,111,English Setter,,,,I,2019,w,blue/tan,4,6
908,85648,61-70,w,11,111,English Setter,,,,I,2006,w,tricolor,17,6
909,85653,51-60,w,11,111,Mischling gross,,,,I,2014,m,beige/weiss,9,5
910,85657,71-80,w,11,119,Mischling klein,,,,K,2011,w,grau/weiss,12,7
911,85662,71-80,w,11,111,Yorkshire Terrier,,,,K,2013,w,schwarz/braun,10,7
912,85664,61-70,w,11,115,Afghanischer Windhund,,,,I,2015,w,beige,8,6
913,85666,71-80,w,11,111,West Highland White Terrier,,,,K,2005,w,weiss,18,7
914,85678,71-80,w,11,111,Zwergpudel,,,,K,2009,w,schwarz/weiss,14,7
915,85683,61-70,w,11,115,Hovawart,,,,I,2008,w,blondfarben,15,6
916,85696,51-60,w,11,111,Griffon Fauve de Bretagne,,,,I,2013,w,hellbraun,10,5
917,85697,51-60,w,11,115,Jack Russel Terrier,,,,K,2010,m,schwarz/braun/weiss,13,5
918,85707,51-60,m,7,73,Französische Bulldogge,,,,K,2017,w,dunkel gestromt,6,5
919,85709,61-70,w,2,23,Foxterrier,,,,K,2012,w,tricolor,11,6
920,85710,61-70,w,7,71,Dachshund,Mischling,,,K,2007,m,rot/weiss,16,6
921,85714,71-80,w,10,101,Australian Shepherd,,,,I,2008,m,schwarz/weiss,15,7
922,85723,71-80,w,8,82,Mischling klein,,,,K,2004,w,schwarz,19,7
923,85727,71-80,w,7,73,Dachshund,Mischling,,,K,2006,w,braun,17,7
924,85733,51-60,w,3,34,Weimaraner,,,,I,2013,w,silber,10,5
925,85735,71-80,w,10,101,Mischling klein,,,,K,2015,w,braun/schwarz,8,7
926,85751,71-80,m,2,21,Bearded Collie,,,,I,2004,m,schwarz/grau/weiss,19,7
927,85755,51-60,m,8,83,Labrador Retriever,,Königspudel,,I,2015,w,dunkelbraun,8,5
928,85760,61-70,w,9,91,Mischling gross,,,,I,2016,m,gestromt,7,6
929,85770,51-60,w,8,82,Terrier,Mischling,,,K,2003,w,schwarz/braun,20,5
930,85777,71-80,w,3,34,Bichon frisé,,,,K,2013,w,weiss,10,7
931,85779,51-60,w,9,92,Flat Coated Retriever,,,,I,2014,w,schwarz,9,5
932,85779,51-60,w,9,92,Flat Coated Retriever,,,,I,2006,w,schwarz,17,5
933,85788,61-70,w,7,71,Mischling klein,,,,K,2017,m,hellbraun,6,6
934,85800,81-90,w,11,115,Berner Sennenhund,Mischling,,,I,2013,w,tricolor,10,8
935,85812,61-70,m,10,101,Bolonka Zwetna,,Toypudel,,K,2018,m,schwarz,5,6
936,85817,41-50,m,7,73,Deutscher Schäfer,,Dalmatiner,,I,2017,m,schwarz/weiss,6,4
937,85821,51-60,w,9,92,Toypudel,,,,K,2015,w,schwarz,8,5
938,85821,51-60,w,9,92,Berner Sennenhund,,,,I,2013,w,tricolor,10,5
939,85827,41-50,w,9,92,Englische Bulldogge,,,,I,2007,w,braun/weiss,16,4
940,85834,61-70,w,9,92,West Highland White Terrier,,,,K,2016,w,weiss,7,6
941,85842,61-70,w,9,91,Epagneul,,,,I,2017,m,braun/weiss,6,6
942,85848,71-80,w,5,51,Chihuahua,,,,K,2010,w,weiss/braun,13,7
943,85874,81-90,w,7,71,Labrador Retriever,,,,I,2011,w,gelb,12,8
944,85890,51-60,w,9,92,Pekingese,,,,K,2016,m,braun/schwarz,7,5
945,85893,81-90,m,3,31,Border Terrier,,,,K,2012,w,red grizzle,11,8
946,85900,41-50,m,2,21,Mischling gross,,,,I,2017,w,hell-/dunkelbraun,6,4
947,85909,51-60,w,3,33,Mischling klein,,,,K,2006,m,tricolor,17,5
948,85909,51-60,w,3,33,Terrier,Mischling,,,K,2011,w,hellbraun/weiss,12,5
949,85923,51-60,w,6,63,Mischling klein,,,,K,2013,m,beige,10,5
950,85927,51-60,w,3,33,Hovawart,,,,I,2015,w,blondfarben,8,5
951,85938,51-60,w,11,111,Mops,,,,K,2011,m,beige,12,5
952,85973,71-80,m,7,74,Basset Fauve de Bretagne,,,,K,2017,w,weizen,6,7
953,85977,71-80,w,8,81,Zwergpinscher,,,,K,2010,w,schwarz/rot,13,7
954,85993,51-60,m,4,42,Jack Russel Terrier,,Wolfspitz,,K,2014,m,braun/weiss,9,5
955,85994,51-60,m,4,41,Jack Russel Terrier,,,,K,2015,m,weiss,8,5
956,86022,61-70,w,9,91,Mischling klein,,,,K,2011,m,braun,12,6
957,86023,61-70,m,7,71,Schäfer,Mischling,,,I,2011,m,tricolor,12,6
958,86026,41-50,m,7,71,Tervueren,,,,I,2007,m,rot,16,4
959,86028,71-80,m,4,44,Shih Tzu,,,,K,2011,m,schwarz/weiss,12,7
960,86066,61-70,w,11,115,West Highland White Terrier,,,,K,2015,w,weiss,8,6
961,86072,61-70,w,11,111,West Highland White Terrier,,,,K,2012,w,weiss,11,6
962,86075,51-60,w,10,101,English Setter,,,,I,2016,w,weiss/schwarz,7,5
963,86081,71-80,m,8,82,Schäfer,,Hovawart,,I,2010,m,braun/schwarz,13,7
964,86086,61-70,w,7,71,Gordon Setter,,,,I,2011,w,black/tan,12,6
965,86086,61-70,w,7,71,Gordon Setter,,,,I,2014,w,black/tan,9,6
966,86095,41-50,m,7,72,Cane Corso,,,,I,2014,m,gestromt,9,4
967,86106,61-70,w,11,111,Schnauzer,Mischling,,,I,2009,m,weiss/schwarz,14,6
968,86109,51-60,w,11,115,Havaneser,,,,K,2013,w,zobel/rot,10,5
969,86110,61-70,m,7,73,Golden Retriever,,,,I,2009,m,golden,14,6
970,86110,61-70,m,7,73,Cairn Terrier,,,,K,2009,m,gestromt,14,6
971,86111,61-70,w,10,101,Labrador Retriever,,,,I,2018,w,schwarz,5,6
972,86119,51-60,w,3,33,Jack Russel Terrier,,,,K,2015,w,tricolor,8,5
973,86127,71-80,m,2,24,Norwich Terrier,,,,K,2005,m,rot,18,7
974,86127,71-80,m,2,24,Norwich Terrier,,,,K,2005,m,rot,18,7
975,86134,81-90,m,12,121,Tibet Terrier,,,,K,2016,m,hellbraun,7,8
976,86137,51-60,m,9,92,Jack Russel Terrier,,,,K,2011,w,weiss/schwarz,12,5
977,86139,51-60,w,4,42,Mischling klein,,,,K,2016,w,weiss/braun,7,5
978,86162,71-80,w,4,44,Deutscher Kleinspitz,,,,K,2017,w,braun/schwarz,6,7
979,86164,41-50,w,7,73,Mischling klein,,,,K,2017,m,black/tan,6,4
980,86167,41-50,w,10,101,Mischling klein,,,,K,2017,w,schwarz lohfarbig,6,4
981,86192,71-80,w,10,101,Russischer schwarzer Terrier,,,,I,2010,w,sable,13,7
982,86195,51-60,w,3,33,Berger des Pyrenées,,,,I,2015,w,weiss/braun,8,5
983,86198,61-70,m,9,91,Mischling klein,,,,K,2008,w,braun/schwarz,15,6
984,86198,61-70,m,9,91,Mischling klein,,,,K,2006,w,schwarz/braun,17,6
985,86200,51-60,w,6,63,Französische Bulldogge,,,,K,2008,m,weiss/schwarz,15,5
986,86201,41-50,w,3,31,Mischling klein,,,,K,2015,w,braun/weiss,8,4
987,86206,71-80,w,12,122,Bernhardiner,Mischling,,,I,2011,m,braun/weiss,12,7
988,86222,51-60,m,5,51,Border Collie,Mischling,,,I,2016,w,grau/schwarz,7,5
989,86252,61-70,w,12,122,West Highland White Terrier,,,,K,2017,m,weiss,6,6
990,86268,51-60,w,7,73,Mischling gross,,,,I,2016,m,hellbraun,7,5
991,86278,41-50,m,2,21,Mischling klein,,,,K,2010,m,weiss/schwarz,13,4
992,86282,51-60,w,2,24,Podenco,Mischling,,,I,2007,m,beige,16,5
993,86282,51-60,w,2,24,Podenco,Mischling,,,I,2008,w,beige,15,5
994,86285,61-70,m,7,72,Golden Retriever,,Pudel,,I,2013,m,weiss/beige,10,6
995,86289,51-60,w,11,119,Mischling klein,,,,K,2014,w,schwarz/weiss,9,5
996,86294,51-60,m,5,51,Magyar Viszla,,,,I,2015,w,braun,8,5
997,86309,71-80,m,9,91,Transylvanischer Laufhund,,,,I,2009,w,gelb,14,7
998,86310,41-50,w,10,101,Cocker Spaniel,,,,K,2017,w,choco,6,4
999,86316,71-80,m,10,101,Flat Coated Retriever,,,,I,2014,m,schwarz,9,7
1000,86320,51-60,m,5,52,Chihuahua,,,,K,2014,m,weiss/schwarz,9,5
1001,86359,61-70,w,7,72,Mischling klein,,,,K,2015,m,beige/braun/schwarz,8,6
1002,86367,61-70,m,11,115,Mittelpudel,,,,K,2010,w,apricot,13,6
1003,86370,51-60,w,3,31,Mischling klein,,,,K,2010,w,rot,13,5
1004,86375,81-90,w,6,63,Mops,,,,K,2010,w,beige/schwarz,13,8
1005,86380,41-50,m,7,71,Sibirischer Husky,,,,I,2007,m,beige/weiss,16,4
1006,86385,51-60,m,2,21,Border Collie,,,,I,2018,w,schwarz/weiss,5,5
1007,86399,61-70,w,11,115,English Cocker Spaniel,,,,K,2012,m,braun schimmel,11,6
1008,86403,51-60,w,7,71,Labrador Retriever,,,,I,2015,m,golden,8,5
1009,86406,41-50,w,12,121,Yorkshire Terrier,,,,K,2018,m,golden,5,4
1010,86409,61-70,w,11,119,Pekingese,,,,K,2007,w,braun,16,6
1011,86429,61-70,w,12,123,Schäfer,Mischling,,,I,2014,m,schwarz/braun,9,6
1012,86441,71-80,w,6,61,American Cocker Spaniel,,,,K,2009,m,schwarz/weiss,14,7
1013,86447,61-70,w,10,101,Irish Terrier,,,,I,2014,w,rot,9,6
1014,86468,61-70,w,7,72,Tibet Terrier,,,,K,2016,m,zobel,7,6
1015,86482,41-50,w,3,33,Sibirischer Husky,,,,I,2012,w,grau,11,4
1016,86499,61-70,w,4,42,Mischling klein,,,,K,2012,m,schwarz/weiss,11,6
1017,86500,61-70,w,7,74,Cavalier King Charles Spaniel,,,,K,2011,m,braun,12,6
1018,86500,61-70,w,7,74,Cavalier King Charles Spaniel,,,,K,2016,m,rotbraun,7,6
1019,86506,61-70,w,6,61,Yorkshire Terrier,,,,K,2017,m,blue/tan,6,6
1020,86523,51-60,w,1,11,Lagotto Romagnolo,,,,I,2010,w,braun,13,5
1021,86529,41-50,m,8,81,Continental Bulldog,Mischling,,,I,2009,m,gestromt,14,4
1022,86535,51-60,w,8,82,Mops,,,,K,2013,m,silber,10,5
1023,86535,51-60,w,8,82,Mops,,,,K,2013,w,schwarz,10,5
1024,86554,61-70,w,10,101,Berner Sennenhund,,,,I,2009,w,tricolor,14,6
1025,86570,71-80,w,7,74,Labrador Retriever,,,,I,2010,w,choco,13,7
1026,86593,61-70,w,7,74,Grosspudel,,,,I,2012,m,weiss,11,6
1027,86593,61-70,w,7,74,Grosspudel,,,,I,2008,w,schwarz,15,6
1028,86602,51-60,m,2,21,Appenzeller Sennenhund,,Border Collie,,I,2019,m,schwarz/weiss,4,5
1029,86603,61-70,w,8,83,Zwergspitz,,,,K,2017,m,braun,6,6
1030,86605,71-80,w,6,61,Chihuahua,,,,K,2013,w,weiss/beige,10,7
1031,86609,81-90,w,2,21,Zwergpudel,,,,K,2014,m,apricot,9,8
1032,86610,51-60,w,2,21,Russischer schwarzer Terrier,,,,I,2015,m,schwarz,8,5
1033,86624,51-60,w,2,21,Mischling klein,,,,K,2013,w,schwarz,10,5
1034,86625,71-80,w,7,74,Irish Terrier,,,,I,2017,w,rot,6,7
1035,86660,71-80,w,2,21,Mischling klein,,,,K,2014,m,schwarz/braun,9,7
1036,86675,71-80,m,12,122,Yorkshire Terrier,,,,K,2013,w,schwarz,10,7
1037,86691,61-70,w,2,21,English Pointer,,English Setter,,I,2019,w,braun/weiss,4,6
1038,86692,51-60,m,7,74,Labrador Retriever,,,,I,2014,w,braun,9,5
1039,86693,61-70,m,4,42,Havaneser,,,,K,2007,m,rotbraun,16,6
1040,86700,51-60,w,11,115,Dachshund,,,,K,2002,w,braun,21,5
1041,86716,41-50,w,2,21,Mischling klein,,,,K,2018,m,braun/weiss,5,4
1042,86722,71-80,w,9,91,Mischling klein,,,,K,2012,w,hellbraun/weiss,11,7
1043,86723,41-50,w,6,61,Labrador Retriever,,,,I,2009,w,blondfarben,14,4
1044,86727,51-60,w,12,122,Bolonka Zwetna,,Malteser,,K,2011,w,weiss,12,5
1045,86728,41-50,w,2,21,Mittelpudel,,,,K,2015,w,apricot,8,4
1046,86730,61-70,w,9,92,Border Terrier,,,,K,2011,m,grizzle,12,6
1047,86730,61-70,w,9,92,Border Terrier,,,,K,2018,m,blue/tan,5,6
1048,86743,81-90,m,2,21,Pudel,,,,K,2019,m,black/tan,4,8
1049,86750,61-70,w,11,115,Labrador Retriever,,Chow Chow,,I,2008,m,braun,15,6
1050,86754,71-80,m,3,33,Chihuahua,,,,K,2013,m,weiss/braun,10,7
1051,86755,71-80,w,9,92,Chihuahua,,,,K,2016,m,weiss/schwarz,7,7
1052,86755,71-80,w,9,92,Zwergpudel,,,,K,2011,m,apricot,12,7
1053,86757,61-70,w,7,71,Labrador Retriever,Mischling,,,I,2015,w,schwarz,8,6
1054,86763,51-60,m,11,119,Jack Russel Terrier,,,,K,2011,m,rot/weiss,12,5
1055,86766,51-60,w,4,41,Parson Russell Terrier,,,,K,2009,w,weiss/rot,14,5
1056,86781,41-50,w,11,119,Gordon Setter,,,,I,2015,w,schwarz/braun,8,4
1057,86785,71-80,w,10,101,Labrador Retriever,,,,I,2007,w,schwarz,16,7
1058,86788,61-70,w,1,13,Mischling klein,,,,K,2014,w,weiss/beige,9,6
1059,86790,61-70,w,4,44,Malteser,,Yorkshire Terrier,,K,2012,m,beige,11,6
1060,86795,71-80,w,12,121,Zwergpudel,,,,K,2018,m,black/tan,5,7
1061,86795,71-80,w,12,121,Grosspudel,,,,I,2013,m,silber,10,7
1062,86803,81-90,w,4,44,Yorkshire Terrier,,,,K,2008,m,black/tan,15,8
1063,86806,51-60,w,9,92,Mischling klein,,,,K,2017,m,tricolor,6,5
1064,86811,61-70,w,12,123,Mischling klein,,,,K,2012,m,schwarz/weiss,11,6
1065,86814,51-60,w,3,31,Mischling klein,,,,K,2016,m,weiss/schwarz,7,5
1066,86815,61-70,w,7,72,Malteser,,,,K,2013,w,weiss,10,6
1067,86837,51-60,w,7,72,West Highland White Terrier,,,,K,2007,m,weiss,16,5
1068,86839,81-90,w,12,122,Zwergpudel,,,,K,2013,m,schwarz,10,8
1069,86847,51-60,w,3,33,Irish Soft Coated Wheaten Terrier,,,,I,2016,w,beige,7,5
1070,86850,31-40,m,4,44,Terrier,Mischling,,,K,2014,w,beige,9,3
1071,86850,31-40,m,4,44,Terrier,Mischling,,,K,2007,w,beige/weiss,16,3
1072,86860,41-50,w,11,119,Foxterrier,,,,K,2011,w,tricolor,12,4
1073,86870,41-50,w,11,111,Cavalier King Charles Spaniel,,,,K,2018,m,black/tan,5,4
1074,86875,61-70,m,9,91,Labrador Retriever,,,,I,2017,m,schwarz,6,6
1075,86879,91-100,m,4,44,Chihuahua,,,,K,2015,w,braun,8,9
1076,86892,61-70,w,7,71,Terrier,Mischling,,,K,2002,m,schwarz/braun,21,6
1077,86897,81-90,w,12,123,Chihuahua,,,,K,2007,w,weiss/braun,16,8
1078,86901,41-50,w,2,24,Flat Coated Retriever,,,,I,2017,w,schwarz,6,4
1079,86901,41-50,w,2,24,Mischling gross,,,,I,2013,m,hellbraun/weiss,10,4
1080,86918,61-70,w,10,101,Mischling klein,,,,K,2015,w,schwarz,8,6
1081,86923,51-60,w,7,74,Entlebucher,Mischling,,,I,2004,w,schwarz/weiss/braun,19,5
1082,86925,71-80,w,2,24,Mischling klein,,,,K,2010,m,braun,13,7
1083,86938,41-50,w,1,12,Podenco,Mischling,,,I,2013,m,braun/weiss,10,4
1084,86938,41-50,w,1,12,Podenco,,,,I,2011,w,braun/weiss,12,4
1085,86961,51-60,m,11,115,Pinscher,Mischling,,,K,2011,m,black/tan,12,5
1086,86967,51-60,m,9,92,Dalmatiner,Mischling,,,I,2012,w,weiss/braun,11,5
1087,86971,61-70,w,11,115,Lagotto Romagnolo,,,,I,2019,m,braun schimmel,4,6
1088,86977,61-70,w,3,31,Welsh Corgi Cardigan,,,,K,2008,m,tricolor,15,6
1089,86980,71-80,w,10,101,Jack Russel Terrier,,,,K,2003,w,tricolor,20,7
1090,86990,51-60,m,10,101,Labrador Retriever,,,,I,2017,m,schwarz,6,5
1091,86998,71-80,w,7,72,Bergamasker,,,,I,2004,w,tricolor,19,7
1092,87003,41-50,w,11,111,Labrador,,Pudel,,I,2017,m,schwarz/braun/weiss,6,4
1093,87015,61-70,m,10,101,Border Collie,,Bergamasker,,I,2007,w,schwarz/weiss,16,6
1094,87026,71-80,w,7,71,Entlebucher Sennenhund,,,,I,2016,m,tricolor,7,7
1095,87035,61-70,w,6,61,Holländischer Schäfer,,,,I,2015,w,gestromt,8,6
1096,87050,71-80,w,3,33,Labrador Retriever,,,,I,2011,m,choco,12,7
1097,87063,81-90,w,6,61,Mischling klein,,,,K,2007,m,tricolor,16,8
1098,87070,61-70,w,10,101,Tibet Terrier,,,,K,2013,w,fauve,10,6
1099,87071,41-50,m,11,119,Rhodesian Ridgeback,,,,I,2011,w,rot,12,4
1100,87109,61-70,w,2,24,Grosspudel,,,,I,2015,w,weiss/creme,8,6
1101,87118,51-60,w,9,91,Pudel,,Chihuahua,,K,2011,w,grau/braun,12,5
1102,87145,81-90,m,2,24,Flat Coated Retriever,,,,I,2014,w,schwarz,9,8
1103,87149,31-40,w,11,119,Continental Bulldog,,,,I,2009,w,gestromt,14,3
1104,87158,41-50,w,2,23,Mischling klein,,,,K,2009,w,hellbraun,14,4
1105,87158,41-50,w,2,23,Labrador Retriever,,Boxer,,I,2004,w,tricolor,19,4
1106,87158,41-50,w,2,23,Mischling klein,,,,K,2015,w,grau/schwarz,8,4
1107,87159,61-70,w,8,82,Zwergrauhaardackel,,,,K,2012,m,saufarben,11,6
1108,87159,61-70,w,8,82,Dachshund,,,,K,2014,w,sandfarbig,9,6
1109,87172,51-60,w,10,102,Parson Russell Terrier,,,,K,2016,w,weiss/schwarz/braun,7,5
1110,87177,71-80,w,8,81,Mischling klein,,,,K,2008,w,grau/schwarz,15,7
1111,87184,51-60,w,11,111,Rhodesian Ridgeback,,,,I,2015,m,rot,8,5
1112,87185,51-60,w,9,91,Boxer,,,,I,2014,w,braun,9,5
1113,87185,51-60,w,9,91,Boxer,,,,I,2016,m,gestromt,7,5
1114,87201,51-60,w,10,101,Jack Russel Terrier,,,,K,2012,m,tricolor,11,5
1115,87218,61-70,w,9,91,Boxer,,Schäfer,,I,2011,w,braun/schwarz/weiss,12,6
1116,87218,61-70,w,9,91,Deutscher Schäfer,,,,I,2010,w,braun/schwarz,13,6
1117,87219,51-60,w,10,101,Zwergpudel,,,,K,2017,w,schwarz,6,5
1118,87241,41-50,w,2,21,Mischling klein,,,,K,2015,w,schwarz,8,4
1119,87241,41-50,w,2,21,Mischling klein,,,,K,2005,m,schwarz/weiss,18,4
1120,87249,41-50,w,12,121,Labrador Retriever,,,,I,2012,m,schwarz,11,4
1121,87259,71-80,w,6,63,Parson Russell Terrier,,,,K,2017,m,weiss/rot,6,7
1122,87285,71-80,w,7,71,Cavalier King Charles Spaniel,,,,K,2015,w,ruby,8,7
1123,87289,61-70,w,7,74,Zwergschnauzer,,,,K,2017,m,schwarz,6,6
1124,87297,51-60,w,7,71,Russischer schwarzer Terrier,,,,I,2009,w,schwarz,14,5
1125,87297,51-60,w,7,71,Bolonka Zwetna,,,,K,2014,m,braun/beige,9,5
1126,87307,41-50,w,6,61,Chihuahua,,,,K,2016,m,braun/weiss,7,4
1127,87307,41-50,w,6,61,Border Collie,Mischling,,,I,2009,w,schwarz/weiss,14,4
1128,87307,41-50,w,6,61,Chow Chow,,,,I,2013,m,braun,10,4
1129,87309,51-60,w,7,74,Berger des Pyrenées,,,,I,2010,m,beige,13,5
1130,87316,61-70,w,6,63,Zwergschnauzer,,,,K,2016,m,schwarz/silber,7,6
1131,87318,71-80,w,11,119,Jack Russel Terrier,Mischling,,,K,2002,m,weiss/braun,21,7
1132,87346,71-80,w,10,101,Mittelpudel,,,,K,2011,w,schwarz,12,7
1133,87347,41-50,m,5,51,Jack Russel Terrier,,,,K,2010,m,tricolor,13,4
1134,87348,41-50,w,9,92,Mischling klein,,,,K,2003,m,braun/schwarz,20,4
1135,87353,71-80,m,7,71,Yorkshire Terrier,,,,K,2016,m,blue/tan,7,7
1136,87360,71-80,m,12,122,Beagle,,,,K,2015,w,blue/tan,8,7
1137,87362,51-60,m,9,91,Irish Terrier,,,,I,2015,m,beige/braun,8,5
1138,87367,51-60,w,2,21,Border Collie,,,,I,2016,w,tricolor,7,5
1139,87387,71-80,w,7,71,Pekingese,,,,K,2010,m,rot/braun,13,7
1140,87389,31-40,w,6,63,Prager Rattler,,,,K,2007,w,black/tan,16,3
1141,87393,61-70,w,10,101,Mittelpudel,,,,K,2015,m,schwarz/silber,8,6
1142,87394,51-60,m,9,92,Bolonka Zwetna,,,,K,2014,w,schwarz/weiss,9,5
1143,87397,71-80,w,7,72,Lagotto Romagnolo,,,,I,2012,m,orange,11,7
1144,87402,81-90,m,11,115,Pekingese,,,,K,2015,w,beige,8,8
1145,87413,61-70,w,7,71,Soft Coated Wheaten Terrier,,,,I,2017,w,weizen,6,6
1146,87422,61-70,w,11,115,Yorkshire Terrier,,,,K,2016,w,blue/tan,7,6
1147,87424,51-60,w,6,61,Bichon Havanais,,,,K,2012,m,golden,11,5
1148,87431,31-40,w,9,91,Mischling gross,,,,I,2012,m,schwarz/weiss,11,3
1149,87437,51-60,m,3,33,Chihuahua,Mischling,,,K,2003,m,braun,20,5
1150,87438,51-60,w,6,63,Coton de Tulear,,,,K,2016,w,weiss,7,5
1151,87441,61-70,m,11,119,Norwich Terrier,,,,K,2011,m,rot,12,6
1152,87447,61-70,w,11,115,Französische Bulldogge,,,,K,2017,m,fawn,6,6
1153,87447,61-70,w,11,115,American Staffordshire Terrier,Mischling,,,II,2008,m,gestromt,15,6
1154,87455,51-60,w,6,61,Galgo Espanol,,,,I,2014,m,braun/schwarz,9,5
1155,87457,51-60,m,11,119,Zwergpudel,,,,K,2009,w,weiss,14,5
1156,87459,71-80,m,6,61,Jack Russel Terrier,,,,K,2003,m,weiss/rot,20,7
1157,87466,71-80,w,10,101,Mischling klein,,,,K,2010,m,braun,13,7
1158,87473,71-80,m,9,91,Mischling klein,,,,K,2010,w,rehbraun,13,7
1159,87478,61-70,w,12,122,Griffon bruxellois,,,,K,2011,m,black/tan,12,6
1160,87494,61-70,w,4,42,Mischling klein,,,,K,2010,w,schwarz,13,6
1161,87502,51-60,w,2,21,Labrador Retriever,,Golden Retriever,,I,2012,w,schwarz,11,5
1162,87504,51-60,w,7,72,Riesenschnauzer,,,,I,2018,w,schwarz,5,5
1163,87504,51-60,w,7,72,Labrador,,Pudel,,I,2008,w,braun,15,5
1164,87504,51-60,w,7,72,Mittelschnauzer,,,,I,2012,m,schwarz,11,5
1165,87515,51-60,w,9,92,Mischling klein,,,,K,2016,w,schwarz/weiss,7,5
1166,87518,51-60,w,2,21,Terrier,Mischling,,,K,2003,w,schwarz/weiss,20,5
1167,87519,71-80,w,3,34,Lhasa Apso,,,,K,2013,w,creme,10,7
1168,87523,71-80,w,8,81,Berner Sennenhund,,,,I,2019,w,dreifarbig,4,7
1169,87524,51-60,w,7,72,Holländischer Schäfer,,,,I,2014,w,gestromt,9,5
1170,87526,51-60,w,7,74,Foxterrier,,,,K,2005,m,tricolor,18,5
1171,87527,61-70,w,4,42,Golden Retriever,,,,I,2006,w,golden,17,6
1172,87527,61-70,w,4,42,Lagotto Romagnolo,,,,I,2018,w,braun/weiss,5,6
1173,87548,61-70,w,2,21,Französische Bulldogge,,,,K,2016,m,schwarz,7,6
1174,87560,51-60,m,11,119,Leonberger,,,,I,2014,m,braun/schwarz,9,5
1175,87574,61-70,w,11,119,Mischling klein,,,,K,2019,w,weiss/beige,4,6
1176,87579,51-60,w,9,92,Australian Shepherd,,,,I,2009,w,rot,14,5
1177,87585,41-50,w,11,119,Jack Russel Terrier,,Chihuahua,,K,2010,w,tricolor,13,4
1178,87602,41-50,w,7,73,Parson Russell Terrier,,Beagle,,K,2008,m,weiss/braun,15,4
1179,87604,41-50,w,9,92,Labrador Retriever,,,,I,2013,m,schwarz,10,4
1180,87612,41-50,w,12,122,Chihuahua,,,,K,2016,m,weiss/schwarz,7,4
1181,87612,41-50,w,12,122,Yorkshire Terrier,,,,K,2010,w,braun/grau,13,4
1182,87612,41-50,w,12,122,Französische Bulldogge,,,,K,2011,w,creme,12,4
1183,87617,51-60,w,12,122,West Highland White Terrier,,,,K,2003,w,weiss,20,5
1184,87624,51-60,m,9,92,Berner Sennenhund,,Labrador Retriever,,I,2009,w,tricolor,14,5
1185,87626,71-80,m,12,123,Saarloos-Wolfshund,,,,I,2019,m,grau,4,7
1186,87631,51-60,w,9,92,Weisser Schäferhund (Berger Blanc Suisse),,,,I,2012,w,weiss,11,5
1187,87636,51-60,w,10,101,Sennenhund,Mischling,,,I,2006,m,tricolor,17,5
1188,87639,41-50,w,9,92,Italienisches Windspiel,,,,K,2012,w,rot/braun,11,4
1189,87648,61-70,w,10,101,Australian Shepherd,,,,I,2017,m,tricolor,6,6
1190,87649,71-80,m,3,33,Labrador Retriever,Mischling,,,I,2016,w,schwarz,7,7
1191,87668,51-60,w,3,31,Grand Griffon Vendeen,,,,I,2009,w,braun/schwarz/weiss,14,5
1192,87668,51-60,w,3,31,Segugio italiano,,,,I,2013,m,gestromt,10,5
1193,87671,61-70,w,10,101,Jack Russel Terrier,,,,K,2013,w,weiss/schwarz,10,6
1194,87672,61-70,w,7,73,Mischling gross,,,,I,2017,m,weiss/braun,6,6
1195,87684,51-60,w,6,61,Grosser Schweizer Sennenhund,,,,I,2017,m,tricolor,6,5
1196,87699,61-70,w,4,41,Collie,,,,I,2011,m,beige/weiss,12,6
